"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:18:23 PM GMT +3","gGwnCNr@fakegmail.com","Grace 247","10","Joonestamine 2. periood","Globaliseeruv maailm","Globaliseeruv maailm","Õpioskused","Hiina keel 1","Soome keel 1","Muusikaline kirjaoskus","Ajakirjanduse alused","Loovkirjutamine","Arvutite riistvara ja lisaseadmed","Turundus","Fotograafia 1","Kujutav geomeetria","Loodusteadused, tehnoloogia ja ühiskond","Loomade käitumine 4. periood","Ei taha","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Tänavakunst","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Karjääriõpetus","CAD joonestamine","CAD joonestamine"
"2020/07/08 5:18:28 PM GMT +3","edaEUOK@fakegmail.com","Lauren 248","12","Globaliseeruv maailm","Planimeetria alused","Planimeetria alused","Hiina keel 1","Prantsuse keel 1","Programmeerimine keeles Python 1 õhtul","Astrofüüsika 3. periood","Filosoofia 1","Natuurist joonistamine","Turundus","Statistiline maailmapilt","Teadusajalugu 3. periood","Klassikaline skulptuur","Klassikaline skulptuur","Klassikaline skulptuur","Arvutivõrkude alused","Ei taha","Meditsiinikursus","Ei taha","Tänavakunst","Programmeerimine keeles Java 2","Ei taha","Projektikirjutamisõpe","Karjääriõpetus"
"2020/07/08 5:18:33 PM GMT +3","yFGuBFo@fakegmail.com","Lauren 249","11","Loominguline joonestamine 1","Värvus ja kompositsioon","Finantsmõtlemine","Meediakursus","Linux Raspberry Pi näitel","Labortöid füüsikas 10. ja 11. klassile","Loovkirjutamine","Natuurist joonistamine","3D-modelleerimine 3. periood","Statistiline maailmapilt","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Praktiline kommunikatsioon","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Meditsiinikursus","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Globaalne keskkond","Karjääriõpetus","Karjääriõpetus","Karjääriõpetus"
"2020/07/08 5:18:39 PM GMT +3","sRLcLgw@fakegmail.com","Samantha 250","11","Orgaaniline arhitektuur","Astrofüüsika 2. periood","Globaliseeruv maailm","Inimene ja õigus","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Soome keel 1","Ladina keel 1","Küberkaitse 1","Loovkirjutamine","Vaimne tervis ja selle hoidmine","Ei taha","Statistiline maailmapilt","Matemaatika ajaloo elemente ja rakendusi","Praktiline kommunikatsioon","Loomade käitumine 4. periood","Meditsiinikursus","Inimene ja ühiskond 4. periood","Inimene ja ühiskond 4. periood","Liiklusfüüsika","Programmeerimine keeles Java 2","Ei taha","Riigikaitse 2","Ei taha","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:18:44 PM GMT +3","LBJUrXE@fakegmail.com","Brianna 251","11","Joonestamine 2. periood","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Linux Raspberry Pi näitel","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Programmeerimine keeles Python 1 õhtul","Ladina keel 1","Filosoofia 1","Keemilised elemendid","Teadusajalugu 3. periood","Keskkonnakeemia 3. periood","Fotograafia 1","Loomade käitumine 4. periood","Loomade käitumine 4. periood","Loomade käitumine 4. periood","Psühholoogia alused","Inimene ja ühiskond 4. periood","Majandusõpe","Ei taha","Filosoofia 2","Ettevõtlusõpe 5. periood","Teadusajalugu 5. periood","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:18:49 PM GMT +3","ReENkeT@fakegmail.com","Kayla 252","12","Programmeerimine keeles Python 1 hommikul","Kirjandus ja film","Globaliseeruv maailm","Labortöid füüsikas 10. ja 11. klassile","Õpioskused","Hispaania keel 1","Küberkaitse 1","Filosoofia 1","Loovkirjutamine","Statistiline maailmapilt","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Kujutav geomeetria","Programmeerimine keeles Python 2","Klassikaline skulptuur","Millest ELU koosneb?","Ei taha","Meditsiinikursus","Tänavakunst","Programmeerimine keeles Java 2","Filosoofia 2","Teadusajalugu 5. periood","Teadusajalugu 5. periood","CAD joonestamine"
"2020/07/08 5:18:54 PM GMT +3","EUqUbVU@fakegmail.com","Grace 253","10","Joonestamine 2. periood","Orgaaniline arhitektuur","Geoinformaatika","Astronoomia","Hiina keel 1","Meediakursus","Ei taha","Keemilised elemendid","3D-modelleerimine 3. periood","Ettevõtlusõpe 3. periood","Ei taha","Arvutite riistvara ja lisaseadmed","Kujutav geomeetria","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Ei taha","3D-modelleerimine 5. periood","Tänavakunst","Globaalne keskkond","Ei taha","Riigikaitse 2","Ei taha"
"2020/07/08 5:19:00 PM GMT +3","CXnsvGl@fakegmail.com","Taylor 254","12","Geoinformaatika","Värvus ja kompositsioon","Planimeetria alused","Soome keel 1","Programmeerimine keeles Python 1 õhtul","Soome keel 1","Loomade käitumine 3. periood","Programmeerimine keeles Java 1","Natuurist joonistamine","Vaimne tervis ja selle hoidmine","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Klassikaline skulptuur","Joonestamine 4. periood","Teater Vanemuise kultuuritänavas","Majandusõpe","Teater Vanemuise kultuuritänavas","Ei taha","Majandusmatemaatika elemendid","Tänavakunst","Teadusajalugu 5. periood","Ajakirjanduse praktika","CAD joonestamine"
"2020/07/08 5:19:05 PM GMT +3","CLHqoLW@fakegmail.com","Abigail 255","11","Kirjandus ja film","Astrofüüsika 2. periood","Orgaaniline arhitektuur","Programmeerimine keeles Python 1 õhtul","Soome keel 1","Ei taha","Ajakirjanduse alused","Küberkaitse 1","Loomade käitumine 3. periood","Sissejuhatus ehitusinseneeriasse","Sissejuhatus ehitusinseneeriasse","Inimene ja ühiskond 3. periood","Köögifüüsika","Kujutav geomeetria","Kasutame füüsikat!","Riigikaitse 1","Riigikaitse 1","Meditsiinikursus","Laboratoorsed tööd bioloogias","Raamatukunst","Ettevõtlusõpe 5. periood","Ajakirjanduse praktika","Ei taha","Karjääriõpetus"
"2020/07/08 5:19:09 PM GMT +3","qMLAdQj@fakegmail.com","Grace 256","11","Värvus ja kompositsioon","Joonestamine 2. periood","Orgaaniline arhitektuur","Hispaania keel 1","Õpioskused","Programmeerimine keeles Python 1 õhtul","3D-modelleerimine 3. periood","Astrofüüsika 3. periood","Küberkaitse 1","Statistiline maailmapilt","Turundus","Inimene ja ühiskond 3. periood","Ei taha","Loominguline joonistamine 2","Matemaatika ajaloo elemente ja rakendusi","Meditsiinikursus","Majandusõpe","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Karjääriõpetus","Riigikaitse 2","Ei taha"
"2020/07/08 5:19:14 PM GMT +3","xdhsBpw@fakegmail.com","Emma 257","11","Geoinformaatika","Joonestamine 2. periood","Ei taha","Meediakursus","Linux Raspberry Pi näitel","Soome keel 1","Loovkirjutamine","Ladina keel 1","Keemilised elemendid","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Keskkonnakeemia 3. periood","Kujutav geomeetria","Kujutav geomeetria","Kujutav geomeetria","Inimene ja ühiskond 4. periood","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Tänavakunst","3D-modelleerimine 5. periood","Liiklusfüüsika","CAD joonestamine","Ajakirjanduse praktika","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:19:19 PM GMT +3","CqbgflI@fakegmail.com","Lauren 258","11","Värvus ja kompositsioon","Globaliseeruv maailm","Keskkonnakeemia 2. periood","Prantsuse keel 1","Ei taha","Õpioskused","Filosoofia 1","Ladina keel 1","Muusikaline kirjaoskus","Inimene ja ühiskond 3. periood","Keskkonnakeemia 3. periood","Sissejuhatus ehitusinseneeriasse","Loominguline joonistamine 2","Joonestamine 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Inimene ja ühiskond 4. periood","Meditsiinikursus","Riigikaitse 1","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Liiklusfüüsika","CAD joonestamine","CAD joonestamine","Karjääriõpetus"
"2020/07/08 5:19:24 PM GMT +3","DdBvkbD@fakegmail.com","Olivia 259","12","Astrofüüsika 2. periood","Finantsmõtlemine","Ei taha","Programmeerimine keeles Python 1 õhtul","Õpioskused","Meediakursus","Ei taha","Küberkaitse 1","Loomade käitumine 3. periood","Turundus","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Loominguline joonistamine 2","Loodusteadused, tehnoloogia ja ühiskond","Loogika 4. periood","Ei taha","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Ettevõtlusõpe 5. periood","Globaalne keskkond","Liiklusfüüsika","Ajakirjanduse praktika","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:19:30 PM GMT +3","cKvadiy@fakegmail.com","Isabella 260","11","Globaliseeruv maailm","Loogika 2. periood","Ei taha","Ei taha","Astronoomia","Ei taha","Ajakirjanduse alused","Natuurist joonistamine","Natuurist joonistamine","Keskkonnakeemia 3. periood","Sissejuhatus ehitusinseneeriasse","Veebidisain","Praktiline kommunikatsioon","Kujutav geomeetria","Ei taha","Psühholoogia alused","Ei taha","Ei taha","Programmeerimine keeles Java 2","Programmeerimine keeles Java 2","Tänavakunst","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Ei taha"
"2020/07/08 5:19:35 PM GMT +3","kbzEBJJ@fakegmail.com","Alexis 261","11","Värvus ja kompositsioon","Globaliseeruv maailm","Geoinformaatika","Hispaania keel 1","Linux Raspberry Pi näitel","Ei taha","Ajakirjanduse alused","3D-modelleerimine 3. periood","Ei taha","Inimene ja ühiskond 3. periood","Sissejuhatus ehitusinseneeriasse","Teadusajalugu 3. periood","Loogika 4. periood","Loominguline joonistamine 2","Loogika 4. periood","Majandusõpe","Arvutivõrkude alused","Millest ELU koosneb?","Ettevõtlusõpe 5. periood","Raamatukunst","Tänavakunst","Teadusajalugu 5. periood","Ei taha","Riigikaitse 2"
"2020/07/08 5:19:39 PM GMT +3","JSTLagv@fakegmail.com","Elizabeth 262","11","Orgaaniline arhitektuur","Loominguline joonestamine 1","Programmeerimine keeles Python 1 hommikul","Hispaania keel 1","Hiina keel 1","Hiina keel 1","Küberkaitse 1","Ei taha","Loovkirjutamine","Turundus","Statistiline maailmapilt","Arvutite riistvara ja lisaseadmed","Loogika 4. periood","Joonestamine 4. periood","Loominguline joonistamine 2","Psühholoogia alused","Riigikaitse 1","Meditsiinikursus","Liiklusfüüsika","Majandusmatemaatika elemendid","Liiklusfüüsika","CAD joonestamine","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:19:45 PM GMT +3","mKSBwWU@fakegmail.com","Grace 263","10","Planimeetria alused","Loominguline joonestamine 1","Programmeerimine keeles Python 1 hommikul","Prantsuse keel 1","Astronoomia","Hiina keel 1","Muusikaline kirjaoskus","3D-modelleerimine 3. periood","Astrofüüsika 3. periood","Arvutite riistvara ja lisaseadmed","Statistiline maailmapilt","Arvutite riistvara ja lisaseadmed","Matemaatika ajaloo elemente ja rakendusi","Joonestamine 4. periood","Kasutame füüsikat!","Millest ELU koosneb?","Majandusõpe","Teater Vanemuise kultuuritänavas","Tänavakunst","Laboratoorsed tööd bioloogias","3D-modelleerimine 5. periood","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:19:50 PM GMT +3","pfQNiKm@fakegmail.com","Olivia 264","10","Loogika 2. periood","Joonestamine 2. periood","Joonestamine 2. periood","Programmeerimine keeles Python 1 õhtul","Õpioskused","Ei taha","3D-modelleerimine 3. periood","Natuurist joonistamine","Natuurist joonistamine","Ei taha","Teadusajalugu 3. periood","Ei taha","Ei taha","Kujutav geomeetria","Loogika 4. periood","Arvutivõrkude alused","Riigikaitse 1","Millest ELU koosneb?","Programmeerimine keeles Java 2","Programmeerimine keeles Java 2","Liiklusfüüsika","Projektikirjutamisõpe","CAD joonestamine","Projektikirjutamisõpe"
"2020/07/08 5:19:54 PM GMT +3","QcmaCmd@fakegmail.com","Jessica 265","10","Loogika 2. periood","Finantsmõtlemine","Keskkonnakeemia 2. periood","Soome keel 1","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Ei taha","Muusikaline kirjaoskus","Muusikaline kirjaoskus","Inimene ja ühiskond 3. periood","Veebidisain","Keskkonnakeemia 3. periood","Programmeerimine keeles Python 2","Klassikaline skulptuur","Kasutame füüsikat!","Majandusõpe","Riigikaitse 1","Meditsiinikursus","Filosoofia 2","Laboratoorsed tööd bioloogias","Ei taha","Ajakirjanduse praktika","Karjääriõpetus","Ei taha"
"2020/07/08 5:19:59 PM GMT +3","xpRYxdS@fakegmail.com","Hannah 266","10","Joonestamine 2. periood","Ei taha","Keskkonnakeemia 2. periood","Õpioskused","Linux Raspberry Pi näitel","Prantsuse keel 1","Astrofüüsika 3. periood","Muusikaline kirjaoskus","Filosoofia 1","Ei taha","Teadusajalugu 3. periood","Inimene ja ühiskond 3. periood","Loomade käitumine 4. periood","Ei taha","Klassikaline skulptuur","Millest ELU koosneb?","Riigikaitse 1","Meditsiinikursus","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","Ei taha","Teadusajalugu 5. periood","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:20:18 PM GMT +3","QtvOGxQ@fakegmail.com","Grace 267","11","Globaliseeruv maailm","Orgaaniline arhitektuur","Loogika 2. periood","Linux Raspberry Pi näitel","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Loomade käitumine 3. periood","Filosoofia 1","Loomade käitumine 3. periood","Veebidisain","Veebidisain","Ettevõtlusõpe 3. periood","Klassikaline skulptuur","Klassikaline skulptuur","Loominguline joonistamine 2","Millest ELU koosneb?","Millest ELU koosneb?","Majandusõpe","Globaalne keskkond","3D-modelleerimine 5. periood","Filosoofia 2","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:21:10 PM GMT +3","IchbDeX@fakegmail.com","Kayla 268","11","Loogika 2. periood","Loominguline joonestamine 1","Orgaaniline arhitektuur","Meediakursus","Prantsuse keel 1","Labortöid füüsikas 10. ja 11. klassile","Loomade käitumine 3. periood","Ei taha","Küberkaitse 1","Keskkonnakeemia 3. periood","Statistiline maailmapilt","Turundus","Loomade käitumine 4. periood","Köögifüüsika","Programmeerimine keeles Python 2","Ei taha","Ei taha","Arvutivõrkude alused","Ei taha","Programmeerimine keeles Java 2","Raamatukunst","Ajakirjanduse praktika","Riigikaitse 2","Projektikirjutamisõpe"
"2020/07/08 5:21:14 PM GMT +3","FYWLbsy@fakegmail.com","Abigail 269","12","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Loogika 2. periood","Linux Raspberry Pi näitel","Hiina keel 1","Programmeerimine keeles Python 1 õhtul","Muusikaline kirjaoskus","Natuurist joonistamine","Keemilised elemendid","Teadusajalugu 3. periood","Turundus","Ettevõtlusõpe 3. periood","Loominguline joonistamine 2","Loodusteadused, tehnoloogia ja ühiskond","Kujutav geomeetria","Psühholoogia alused","Meditsiinikursus","Millest ELU koosneb?","Ei taha","Liiklusfüüsika","Ei taha","Mobiilirakenduste loomine (APP Inventor)","Ei taha","Ajakirjanduse praktika"
"2020/07/08 5:21:19 PM GMT +3","ZuVSsJM@fakegmail.com","Olivia 270","10","Programmeerimine keeles Python 1 hommikul","Loominguline joonestamine 1","Kirjandus ja film","Labortöid füüsikas 10. ja 11. klassile","Programmeerimine keeles Python 1 õhtul","Labortöid füüsikas 10. ja 11. klassile","Loovkirjutamine","Ei taha","Astrofüüsika 3. periood","Sissejuhatus ehitusinseneeriasse","Inimene ja ühiskond 3. periood","Statistiline maailmapilt","Kujutav geomeetria","Programmeerimine keeles Python 2","Ei taha","Millest ELU koosneb?","Meditsiinikursus","Ei taha","Majandusmatemaatika elemendid","Ettevõtlusõpe 5. periood","Raamatukunst","Karjääriõpetus","Karjääriõpetus","CAD joonestamine"
"2020/07/08 5:21:23 PM GMT +3","YnJXyOx@fakegmail.com","Samantha 271","12","Loominguline joonestamine 1","Loogika 2. periood","Kirjandus ja film","Soome keel 1","Ei taha","Hispaania keel 1","Ladina keel 1","Astrofüüsika 3. periood","Ajakirjanduse alused","Teadusajalugu 3. periood","Veebidisain","Keskkonnakeemia 3. periood","Loogika 4. periood","Loominguline joonistamine 2","Klassikaline skulptuur","Meditsiinikursus","Riigikaitse 1","Teater Vanemuise kultuuritänavas","Ettevõtlusõpe 5. periood","Ei taha","Filosoofia 2","Projektikirjutamisõpe","Karjääriõpetus","Projektikirjutamisõpe"
"2020/07/08 5:21:28 PM GMT +3","NOibWqc@fakegmail.com","Kayla 272","11","Kirjandus ja film","Ei taha","Värvus ja kompositsioon","Meediakursus","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Loovkirjutamine","Astrofüüsika 3. periood","Muusikaline kirjaoskus","Inimene ja ühiskond 3. periood","Ei taha","Ettevõtlusõpe 3. periood","Joonestamine 4. periood","Programmeerimine keeles Python 2","Ei taha","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Arvutivõrkude alused","Laboratoorsed tööd bioloogias","Raamatukunst","Filosoofia 2","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:21:32 PM GMT +3","lkPxdip@fakegmail.com","Alyssa 273","12","Astrofüüsika 2. periood","Globaliseeruv maailm","Astrofüüsika 2. periood","Astronoomia","Soome keel 1","Labortöid füüsikas 10. ja 11. klassile","Keemilised elemendid","Ei taha","Ei taha","Arvutite riistvara ja lisaseadmed","Ei taha","Arvutite riistvara ja lisaseadmed","Kujutav geomeetria","Ei taha","Programmeerimine keeles Python 2","Majandusõpe","Psühholoogia alused","Majandusõpe","Ei taha","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)","Ei taha"
"2020/07/08 5:21:37 PM GMT +3","nucGQLU@fakegmail.com","Olivia 274","12","Planimeetria alused","Loogika 2. periood","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Hiina keel 1","Programmeerimine keeles Python 1 õhtul","Natuurist joonistamine","Ei taha","Loovkirjutamine","Vaimne tervis ja selle hoidmine","Ei taha","Vaimne tervis ja selle hoidmine","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Kujutav geomeetria","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Inimene ja ühiskond 4. periood","Ei taha","Ei taha","3D-modelleerimine 5. periood","Ajakirjanduse praktika","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:21:42 PM GMT +3","LracLFm@fakegmail.com","Isabella 275","10","Programmeerimine keeles Python 1 hommikul","Ei taha","Astrofüüsika 2. periood","Prantsuse keel 1","Meediakursus","Prantsuse keel 1","Küberkaitse 1","Keemilised elemendid","Loomade käitumine 3. periood","Ettevõtlusõpe 3. periood","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Kasutame füüsikat!","Ei taha","Köögifüüsika","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Majandusõpe","3D-modelleerimine 5. periood","Filosoofia 2","Laboratoorsed tööd bioloogias","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood"
"2020/07/08 5:21:46 PM GMT +3","crkTRKA@fakegmail.com","Samantha 276","11","Geoinformaatika","Astrofüüsika 2. periood","Keskkonnakeemia 2. periood","Labortöid füüsikas 10. ja 11. klassile","Linux Raspberry Pi näitel","Labortöid füüsikas 10. ja 11. klassile","Küberkaitse 1","Muusikaline kirjaoskus","Keemilised elemendid","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Turundus","Klassikaline skulptuur","Kasutame füüsikat!","Klassikaline skulptuur","Millest ELU koosneb?","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Raamatukunst","Globaalne keskkond","3D-modelleerimine 5. periood","Projektikirjutamisõpe","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:21:51 PM GMT +3","UOwrJQX@fakegmail.com","Sarah 277","10","Globaliseeruv maailm","Värvus ja kompositsioon","Keskkonnakeemia 2. periood","Hiina keel 1","Õpioskused","Soome keel 1","Muusikaline kirjaoskus","Muusikaline kirjaoskus","Küberkaitse 1","Ettevõtlusõpe 3. periood","Inimene ja ühiskond 3. periood","Teadusajalugu 3. periood","Köögifüüsika","Köögifüüsika","Matemaatika ajaloo elemente ja rakendusi","Meditsiinikursus","Inimene ja ühiskond 4. periood","Meditsiinikursus","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Filosoofia 2","Teadusajalugu 5. periood","Karjääriõpetus","Riigikaitse 2"
"2020/07/08 5:21:55 PM GMT +3","LQvMzBq@fakegmail.com","Jessica 278","12","Programmeerimine keeles Python 1 hommikul","Ei taha","Loominguline joonestamine 1","Linux Raspberry Pi näitel","Soome keel 1","Meediakursus","Keemilised elemendid","Astrofüüsika 3. periood","3D-modelleerimine 3. periood","Teadusajalugu 3. periood","Veebidisain","Ettevõtlusõpe 3. periood","Programmeerimine keeles Python 2","Joonestamine 4. periood","Loominguline joonistamine 2","Majandusõpe","Arvutivõrkude alused","Teater Vanemuise kultuuritänavas","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Raamatukunst","Karjääriõpetus","Ei taha","CAD joonestamine"
"2020/07/08 5:22:00 PM GMT +3","jNlDBKx@fakegmail.com","Abigail 279","11","Geoinformaatika","Orgaaniline arhitektuur","Keskkonnakeemia 2. periood","Linux Raspberry Pi näitel","Labortöid füüsikas 10. ja 11. klassile","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Loovkirjutamine","Ladina keel 1","Keemilised elemendid","Ei taha","Veebidisain","Teadusajalugu 3. periood","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Majandusõpe","Teater Vanemuise kultuuritänavas","Ei taha","Globaalne keskkond","Majandusmatemaatika elemendid","Liiklusfüüsika","Teadusajalugu 5. periood","CAD joonestamine","Ei taha"
"2020/07/08 5:22:05 PM GMT +3","hjUPwyA@fakegmail.com","Grace 280","10","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Värvus ja kompositsioon","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Astronoomia","Prantsuse keel 1","Ladina keel 1","Loovkirjutamine","Keemilised elemendid","Statistiline maailmapilt","Keskkonnakeemia 3. periood","Fotograafia 1","Loodusteadused, tehnoloogia ja ühiskond","Köögifüüsika","Kujutav geomeetria","Inimene ja ühiskond 4. periood","Psühholoogia alused","Ei taha","Programmeerimine keeles Java 2","Filosoofia 2","Laboratoorsed tööd bioloogias","Projektikirjutamisõpe","CAD joonestamine","Riigikaitse 2"
"2020/07/08 5:22:10 PM GMT +3","bIWfFVo@fakegmail.com","Hannah 281","10","Geoinformaatika","Astrofüüsika 2. periood","Joonestamine 2. periood","Hiina keel 1","Soome keel 1","Meediakursus","Filosoofia 1","Muusikaline kirjaoskus","Natuurist joonistamine","Vaimne tervis ja selle hoidmine","Fotograafia 1","Inimene ja ühiskond 3. periood","Loominguline joonistamine 2","Loomade käitumine 4. periood","Köögifüüsika","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Psühholoogia alused","Liiklusfüüsika","Majandusmatemaatika elemendid","Majandusmatemaatika elemendid","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2","CAD joonestamine"
"2020/07/08 5:22:15 PM GMT +3","yqFoiUB@fakegmail.com","Grace 282","11","Kirjandus ja film","Loogika 2. periood","Orgaaniline arhitektuur","Õpioskused","Ei taha","Inimene ja õigus","Muusikaline kirjaoskus","Natuurist joonistamine","Loovkirjutamine","Ettevõtlusõpe 3. periood","Veebidisain","Keskkonnakeemia 3. periood","Köögifüüsika","Loominguline joonistamine 2","Praktiline kommunikatsioon","Riigikaitse 1","Arvutivõrkude alused","Riigikaitse 1","Laboratoorsed tööd bioloogias","Ei taha","Globaalne keskkond","Ajakirjanduse praktika","Teadusajalugu 5. periood","Projektikirjutamisõpe"
"2020/07/08 5:22:19 PM GMT +3","QbMJXUz@fakegmail.com","Ashley 283","11","Orgaaniline arhitektuur","Ei taha","Loominguline joonestamine 1","Hispaania keel 1","Inimene ja õigus","Ei taha","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","3D-modelleerimine 3. periood","Inimene ja ühiskond 3. periood","Ettevõtlusõpe 3. periood","Turundus","Kasutame füüsikat!","Loomade käitumine 4. periood","Kasutame füüsikat!","Inimene ja ühiskond 4. periood","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Laboratoorsed tööd bioloogias","Tänavakunst","Globaalne keskkond","Projektikirjutamisõpe","Riigikaitse 2","Ei taha"
"2020/07/08 5:22:24 PM GMT +3","YqbvNCQ@fakegmail.com","Elizabeth 284","11","Planimeetria alused","Orgaaniline arhitektuur","Orgaaniline arhitektuur","Ei taha","Inimene ja õigus","Hiina keel 1","Ajakirjanduse alused","Loomade käitumine 3. periood","Loomade käitumine 3. periood","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Fotograafia 1","Praktiline kommunikatsioon","Praktiline kommunikatsioon","Praktiline kommunikatsioon","Majandusõpe","Meditsiinikursus","Riigikaitse 1","Liiklusfüüsika","Liiklusfüüsika","Globaalne keskkond","Projektikirjutamisõpe","Ajakirjanduse praktika","Ajakirjanduse praktika"
"2020/07/08 5:22:29 PM GMT +3","LkmvrnO@fakegmail.com","Grace 285","12","Keskkonnakeemia 2. periood","Keskkonnakeemia 2. periood","Ei taha","Prantsuse keel 1","Programmeerimine keeles Python 1 õhtul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Filosoofia 1","Natuurist joonistamine","Loomade käitumine 3. periood","Fotograafia 1","Arvutite riistvara ja lisaseadmed","Teadusajalugu 3. periood","Praktiline kommunikatsioon","Ei taha","Loogika 4. periood","Inimene ja ühiskond 4. periood","Inimene ja ühiskond 4. periood","Millest ELU koosneb?","Raamatukunst","Majandusmatemaatika elemendid","3D-modelleerimine 5. periood","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Projektikirjutamisõpe"
