"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/07 11:58:44 PM GMT +3","qNMNYcS@fakegmail.com","Madison 63","12","Globaliseeruv maailm","Planimeetria alused","Globaliseeruv maailm","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","3D-modelleerimine","Keemilised elemendid","3D-modelleerimine","Veebidisain","Statistiline maailmapilt","Statistiline maailmapilt","Köögifüüsika","Matemaatika ajaloo elemente ja rakendusi","Loodusteadused, tehnoloogia ja ühiskond","Millest ELU koosneb?","Majandusõpe","Ei taha","Majandusmatemaatika elemendid","Programmeerimine keeles Java 2","Laboratoorsed tööd bioloogias","Ei taha","Ei taha","Ei taha"
"2020/07/07 11:58:49 PM GMT +3","hFBXUvx@fakegmail.com","Madison 64","11","Keskkonnakeemia","Keskkonnakeemia","Loogika 2. periood","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Ei taha","3D-modelleerimine","Keemilised elemendid","3D-modelleerimine","Keskkonnakeemia","Ei taha","Ettevõtlusõpe 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Loomade käitumine","Joonestamine","Ei taha","Ei taha","Ei taha","Ei taha","Liiklusfüüsika","Globaalne keskkond","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/07 11:58:53 PM GMT +3","MTkcHlo@fakegmail.com","Hannah 65","11","Globaliseeruv maailm","Ei taha","Astrofüüsika 2. periood","Ei taha","Astronoomia","Programmeerimine keeles Python 1 õhtul","Loomade käitumine","Programmeerimine keeles Java 1","Loomade käitumine","Veebidisain","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Ei taha","Programmeerimine keeles Python 2","Programmeerimine keeles Python 2","Arvutivõrkude alused","Majandusõpe","Ei taha","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Ei taha","Ei taha","Ei taha"
"2020/07/07 11:58:58 PM GMT +3","pPLxXGp@fakegmail.com","Madison 66","10","Programmeerimine keeles Python 1 hommikul","Geoinformaatika","Joonestamine","Programmeerimine keeles Python 1 õhtul","Ei taha","Astronoomia","Programmeerimine keeles Java 1","Astrofüüsika 3. periood","Astrofüüsika 3. periood","Ettevõtlusõpe 3. periood","Keskkonnakeemia","Arvutite riistvara ja lisaseadmed","Kasutame füüsikat!","Loogika 4. periood","Joonestamine","Millest ELU koosneb?","Millest ELU koosneb?","Majandusõpe","Globaalne keskkond","Globaalne keskkond","Ettevõtlusõpe 5. periood","CAD joonestamine","Ei taha","Ei taha"
"2020/07/07 11:59:03 PM GMT +3","TjfVVwS@fakegmail.com","Brianna 67","11","Astrofüüsika 2. periood","Loogika 2. periood","Planimeetria alused","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Astronoomia","Keemilised elemendid","Ei taha","3D-modelleerimine","Keskkonnakeemia","Keskkonnakeemia","Veebidisain","Loomade käitumine","Loodusteadused, tehnoloogia ja ühiskond","Joonestamine","Majandusõpe","Arvutivõrkude alused","Arvutivõrkude alused","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Globaalne keskkond","Ei taha","Ei taha","Ei taha"
"2020/07/07 11:59:08 PM GMT +3","HattKPJ@fakegmail.com","Isabella 68","11","Programmeerimine keeles Python 1 hommikul","Joonestamine","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Ei taha","Astrofüüsika 3. periood","Küberkaitse 1","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Statistiline maailmapilt","Ei taha","Köögifüüsika","Ei taha","Majandusõpe","Ei taha","Millest ELU koosneb?","Programmeerimine keeles Java 2","Ettevõtlusõpe 5. periood","Ei taha","CAD joonestamine","CAD joonestamine","CAD joonestamine"
"2020/07/07 11:59:13 PM GMT +3","dYCppDy@fakegmail.com","Alyssa 69","10","Geoinformaatika","Geoinformaatika","Ei taha","Ei taha","Ei taha","Astronoomia","Astrofüüsika 3. periood","Loomade käitumine","3D-modelleerimine","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Ei taha","Kasutame füüsikat!","Loomade käitumine","Joonestamine","Majandusõpe","Arvutivõrkude alused","Millest ELU koosneb?","Majandusmatemaatika elemendid","Ei taha","Liiklusfüüsika","CAD joonestamine","Ei taha","Ei taha"
"2020/07/07 11:59:18 PM GMT +3","EWzQsjY@fakegmail.com","Ashley 70","10","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Joonestamine","Ei taha","Ei taha","Programmeerimine keeles Python 1 õhtul","Keemilised elemendid","Programmeerimine keeles Java 1","Programmeerimine keeles Java 1","Arvutite riistvara ja lisaseadmed","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Loogika 4. periood","Joonestamine","Loogika 4. periood","Arvutivõrkude alused","Ei taha","Ei taha","Globaalne keskkond","Programmeerimine keeles Java 2","3D-modelleerimine","CAD joonestamine","Ei taha","CAD joonestamine"
"2020/07/07 11:59:22 PM GMT +3","CjTzxSd@fakegmail.com","Grace 71","12","Globaliseeruv maailm","Ei taha","Loogika 2. periood","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Astrofüüsika 3. periood","Loomade käitumine","Küberkaitse 1","Sissejuhatus ehitusinseneeriasse","Ettevõtlusõpe 3. periood","Keskkonnakeemia","Matemaatika ajaloo elemente ja rakendusi","Ei taha","Köögifüüsika","Ei taha","Majandusõpe","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","Laboratoorsed tööd bioloogias","3D-modelleerimine","CAD joonestamine","Ei taha","Ei taha"
"2020/07/07 11:59:27 PM GMT +3","lmnaYMH@fakegmail.com","Hannah 72","10","Globaliseeruv maailm","Loogika 2. periood","Programmeerimine keeles Python 1 hommikul","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Loomade käitumine","Küberkaitse 1","Ei taha","Ei taha","Statistiline maailmapilt","Statistiline maailmapilt","Köögifüüsika","Kasutame füüsikat!","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Majandusõpe","Majandusõpe","Liiklusfüüsika","Ei taha","Majandusmatemaatika elemendid","Ei taha","CAD joonestamine","Ei taha"
"2020/07/07 11:59:31 PM GMT +3","WoSZgKT@fakegmail.com","Ashley 73","12","Geoinformaatika","Keskkonnakeemia","Geoinformaatika","Programmeerimine keeles Python 1 õhtul","Ei taha","Ei taha","3D-modelleerimine","Küberkaitse 1","Küberkaitse 1","Sissejuhatus ehitusinseneeriasse","Ei taha","Ettevõtlusõpe 3. periood","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Joonestamine","Arvutivõrkude alused","Majandusõpe","Millest ELU koosneb?","Programmeerimine keeles Java 2","Ei taha","Laboratoorsed tööd bioloogias","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/07 11:59:35 PM GMT +3","ioWpbzy@fakegmail.com","Madison 74","10","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Ei taha","Astronoomia","Ei taha","Ei taha","Loomade käitumine","Ei taha","Astrofüüsika 3. periood","Ettevõtlusõpe 3. periood","Veebidisain","Ettevõtlusõpe 3. periood","Kasutame füüsikat!","Loodusteadused, tehnoloogia ja ühiskond","Loomade käitumine","Arvutivõrkude alused","Majandusõpe","Millest ELU koosneb?","Laboratoorsed tööd bioloogias","Ei taha","Ettevõtlusõpe 5. periood","CAD joonestamine","Ei taha","Ei taha"
"2020/07/07 11:59:41 PM GMT +3","CQNJaYD@fakegmail.com","Taylor 75","10","Loogika 2. periood","Loogika 2. periood","Programmeerimine keeles Python 1 hommikul","Ei taha","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Astrofüüsika 3. periood","3D-modelleerimine","Astrofüüsika 3. periood","Veebidisain","Ettevõtlusõpe 3. periood","Arvutite riistvara ja lisaseadmed","Joonestamine","Loogika 4. periood","Joonestamine","Ei taha","Arvutivõrkude alused","Arvutivõrkude alused","Liiklusfüüsika","Liiklusfüüsika","Liiklusfüüsika","Ei taha","Ei taha","CAD joonestamine"
"2020/07/07 11:59:45 PM GMT +3","ApyPRJn@fakegmail.com","Abigail 76","11","Ei taha","Programmeerimine keeles Python 1 hommikul","Loogika 2. periood","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Astrofüüsika 3. periood","Programmeerimine keeles Java 1","Programmeerimine keeles Java 1","Veebidisain","Ettevõtlusõpe 3. periood","Sissejuhatus ehitusinseneeriasse","Loomade käitumine","Ei taha","Kasutame füüsikat!","Ei taha","Millest ELU koosneb?","Millest ELU koosneb?","Programmeerimine keeles Java 2","Ei taha","Liiklusfüüsika","Ei taha","Ei taha","Ei taha"
"2020/07/07 11:59:50 PM GMT +3","gMRGkam@fakegmail.com","Sarah 77","12","Keskkonnakeemia","Joonestamine","Joonestamine","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Programmeerimine keeles Python 1 õhtul","Ei taha","Programmeerimine keeles Java 1","Keemilised elemendid","Ettevõtlusõpe 3. periood","Veebidisain","Ei taha","Kasutame füüsikat!","Joonestamine","Loomade käitumine","Arvutivõrkude alused","Majandusõpe","Ei taha","Programmeerimine keeles Java 2","Globaalne keskkond","Programmeerimine keeles Java 2","CAD joonestamine","Ei taha","Ei taha"
"2020/07/07 11:59:55 PM GMT +3","ULkVakJ@fakegmail.com","Hannah 78","10","Ei taha","Loogika 2. periood","Keskkonnakeemia","Astronoomia","Astronoomia","Programmeerimine keeles Python 1 õhtul","Ei taha","Ei taha","Ei taha","Ei taha","Keskkonnakeemia","Keskkonnakeemia","Programmeerimine keeles Python 2","Programmeerimine keeles Python 2","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Ei taha","Millest ELU koosneb?","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","CAD joonestamine","Ei taha","CAD joonestamine"
"2020/07/07 11:59:59 PM GMT +3","mrxgTjU@fakegmail.com","Ashley 79","12","Astrofüüsika 2. periood","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Loomade käitumine","Keemilised elemendid","Astrofüüsika 3. periood","Veebidisain","Sissejuhatus ehitusinseneeriasse","Ettevõtlusõpe 3. periood","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Joonestamine","Ei taha","Arvutivõrkude alused","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","Globaalne keskkond","Liiklusfüüsika","CAD joonestamine","CAD joonestamine","CAD joonestamine"
"2020/07/08 12:00:04 AM GMT +3","ZkcOGlm@fakegmail.com","Alexis 80","10","Planimeetria alused","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","3D-modelleerimine","Küberkaitse 1","3D-modelleerimine","Statistiline maailmapilt","Sissejuhatus ehitusinseneeriasse","Sissejuhatus ehitusinseneeriasse","Ei taha","Programmeerimine keeles Python 2","Joonestamine","Arvutivõrkude alused","Ei taha","Majandusõpe","Ettevõtlusõpe 5. periood","Majandusmatemaatika elemendid","Ettevõtlusõpe 5. periood","Ei taha","Ei taha","Ei taha"
"2020/07/08 12:00:08 AM GMT +3","RgAKtdN@fakegmail.com","Kayla 81","10","Planimeetria alused","Planimeetria alused","Ei taha","Ei taha","Ei taha","Ei taha","Astrofüüsika 3. periood","3D-modelleerimine","3D-modelleerimine","Keskkonnakeemia","Arvutite riistvara ja lisaseadmed","Arvutite riistvara ja lisaseadmed","Köögifüüsika","Loodusteadused, tehnoloogia ja ühiskond","Joonestamine","Arvutivõrkude alused","Majandusõpe","Ei taha","Liiklusfüüsika","Globaalne keskkond","Majandusmatemaatika elemendid","Ei taha","CAD joonestamine","Ei taha"
"2020/07/08 12:00:13 AM GMT +3","mvIzBpd@fakegmail.com","Madison 82","12","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Planimeetria alused","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Programmeerimine keeles Python 1 õhtul","Loomade käitumine","Keemilised elemendid","Loomade käitumine","Arvutite riistvara ja lisaseadmed","Ettevõtlusõpe 3. periood","Sissejuhatus ehitusinseneeriasse","Kasutame füüsikat!","Loogika 4. periood","Köögifüüsika","Millest ELU koosneb?","Majandusõpe","Arvutivõrkude alused","Laboratoorsed tööd bioloogias","Globaalne keskkond","Liiklusfüüsika","CAD joonestamine","Ei taha","Ei taha"
"2020/07/08 12:00:17 AM GMT +3","wFgQsIb@fakegmail.com","Sarah 83","10","Loogika 2. periood","Loogika 2. periood","Joonestamine","Ei taha","Astronoomia","Ei taha","Astrofüüsika 3. periood","Küberkaitse 1","Keemilised elemendid","Ettevõtlusõpe 3. periood","Veebidisain","Keskkonnakeemia","Loomade käitumine","Loogika 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Arvutivõrkude alused","Ei taha","Ei taha","Globaalne keskkond","3D-modelleerimine","Ei taha","Ei taha","Ei taha","Ei taha"
"2020/07/08 12:00:22 AM GMT +3","eJrMLZz@fakegmail.com","Ashley 84","11","Geoinformaatika","Joonestamine","Globaliseeruv maailm","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Loomade käitumine","Astrofüüsika 3. periood","Ei taha","Sissejuhatus ehitusinseneeriasse","Ei taha","Statistiline maailmapilt","Programmeerimine keeles Python 2","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Arvutivõrkude alused","Millest ELU koosneb?","Ei taha","Liiklusfüüsika","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Ei taha","CAD joonestamine","Ei taha"
"2020/07/08 12:00:26 AM GMT +3","BbCTPmt@fakegmail.com","Samantha 85","12","Loogika 2. periood","Planimeetria alused","Ei taha","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Loomade käitumine","3D-modelleerimine","Programmeerimine keeles Java 1","Ei taha","Sissejuhatus ehitusinseneeriasse","Ettevõtlusõpe 3. periood","Loogika 4. periood","Programmeerimine keeles Python 2","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Majandusõpe","Ei taha","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/08 12:00:31 AM GMT +3","nqXIMtn@fakegmail.com","Sarah 86","11","Joonestamine","Keskkonnakeemia","Programmeerimine keeles Python 1 hommikul","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Programmeerimine keeles Java 1","Ei taha","Ettevõtlusõpe 3. periood","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia","Matemaatika ajaloo elemente ja rakendusi","Kasutame füüsikat!","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Ei taha","Ei taha","Globaalne keskkond","Ettevõtlusõpe 5. periood","Laboratoorsed tööd bioloogias","CAD joonestamine","Ei taha","CAD joonestamine"
"2020/07/08 12:00:36 AM GMT +3","UmQYXjl@fakegmail.com","Taylor 87","11","Planimeetria alused","Joonestamine","Joonestamine","Ei taha","Programmeerimine keeles Python 1 õhtul","Labortöid füüsikas 10. ja 11. klassile","Küberkaitse 1","Programmeerimine keeles Java 1","Keemilised elemendid","Arvutite riistvara ja lisaseadmed","Veebidisain","Ei taha","Loogika 4. periood","Programmeerimine keeles Python 2","Programmeerimine keeles Python 2","Arvutivõrkude alused","Millest ELU koosneb?","Majandusõpe","Liiklusfüüsika","Globaalne keskkond","Programmeerimine keeles Java 2","CAD joonestamine","Ei taha","Ei taha"
"2020/07/08 12:00:40 AM GMT +3","JAFwEpR@fakegmail.com","Elizabeth 88","12","Astrofüüsika 2. periood","Astrofüüsika 2. periood","Joonestamine","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Astronoomia","Astrofüüsika 3. periood","Loomade käitumine","Programmeerimine keeles Java 1","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia","Statistiline maailmapilt","Loogika 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Joonestamine","Majandusõpe","Millest ELU koosneb?","Millest ELU koosneb?","3D-modelleerimine","Ei taha","3D-modelleerimine","Ei taha","Ei taha","Ei taha"
"2020/07/08 12:00:45 AM GMT +3","ePCtnAW@fakegmail.com","Samantha 89","10","Ei taha","Planimeetria alused","Globaliseeruv maailm","Programmeerimine keeles Python 1 õhtul","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Küberkaitse 1","Programmeerimine keeles Java 1","Ettevõtlusõpe 3. periood","Ei taha","Sissejuhatus ehitusinseneeriasse","Joonestamine","Loomade käitumine","Loomade käitumine","Majandusõpe","Majandusõpe","Millest ELU koosneb?","Globaalne keskkond","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Ei taha","Ei taha","Ei taha"
"2020/07/08 12:00:49 AM GMT +3","mVzWBaa@fakegmail.com","Abigail 90","12","Planimeetria alused","Keskkonnakeemia","Loogika 2. periood","Astronoomia","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Küberkaitse 1","Küberkaitse 1","Astrofüüsika 3. periood","Sissejuhatus ehitusinseneeriasse","Veebidisain","Keskkonnakeemia","Ei taha","Loomade käitumine","Loogika 4. periood","Ei taha","Arvutivõrkude alused","Majandusõpe","Globaalne keskkond","Laboratoorsed tööd bioloogias","Majandusmatemaatika elemendid","Ei taha","CAD joonestamine","CAD joonestamine"
"2020/07/08 12:00:54 AM GMT +3","TORjSLx@fakegmail.com","Hannah 91","10","Programmeerimine keeles Python 1 hommikul","Joonestamine","Programmeerimine keeles Python 1 hommikul","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Astronoomia","Keemilised elemendid","3D-modelleerimine","Programmeerimine keeles Java 1","Ettevõtlusõpe 3. periood","Statistiline maailmapilt","Ettevõtlusõpe 3. periood","Loogika 4. periood","Kasutame füüsikat!","Loomade käitumine","Arvutivõrkude alused","Millest ELU koosneb?","Millest ELU koosneb?","Liiklusfüüsika","Laboratoorsed tööd bioloogias","Majandusmatemaatika elemendid","Ei taha","Ei taha","Ei taha"
"2020/07/08 12:00:59 AM GMT +3","iAoENXq@fakegmail.com","Elizabeth 92","10","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Ei taha","Programmeerimine keeles Python 1 õhtul","Ei taha","3D-modelleerimine","Astrofüüsika 3. periood","Ei taha","Keskkonnakeemia","Veebidisain","Ei taha","Kasutame füüsikat!","Kasutame füüsikat!","Programmeerimine keeles Python 2","Millest ELU koosneb?","Majandusõpe","Arvutivõrkude alused","3D-modelleerimine","Programmeerimine keeles Java 2","Laboratoorsed tööd bioloogias","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/08 12:01:03 AM GMT +3","NnjryBt@fakegmail.com","Elizabeth 93","12","Ei taha","Loogika 2. periood","Geoinformaatika","Astronoomia","Programmeerimine keeles Python 1 õhtul","Ei taha","Programmeerimine keeles Java 1","3D-modelleerimine","Ei taha","Sissejuhatus ehitusinseneeriasse","Veebidisain","Arvutite riistvara ja lisaseadmed","Loomade käitumine","Kasutame füüsikat!","Joonestamine","Majandusõpe","Millest ELU koosneb?","Millest ELU koosneb?","Liiklusfüüsika","Majandusmatemaatika elemendid","Ei taha","Ei taha","Ei taha","CAD joonestamine"
"2020/07/08 12:01:08 AM GMT +3","NRmASMN@fakegmail.com","Jessica 94","11","Ei taha","Astrofüüsika 2. periood","Programmeerimine keeles Python 1 hommikul","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","3D-modelleerimine","Astrofüüsika 3. periood","Astrofüüsika 3. periood","Veebidisain","Ei taha","Keskkonnakeemia","Matemaatika ajaloo elemente ja rakendusi","Joonestamine","Loogika 4. periood","Millest ELU koosneb?","Millest ELU koosneb?","Millest ELU koosneb?","Ei taha","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/08 12:01:13 AM GMT +3","zwVaGWf@fakegmail.com","Olivia 95","11","Programmeerimine keeles Python 1 hommikul","Joonestamine","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 õhtul","Astronoomia","Ei taha","Küberkaitse 1","Programmeerimine keeles Java 1","Küberkaitse 1","Keskkonnakeemia","Ei taha","Keskkonnakeemia","Programmeerimine keeles Python 2","Loomade käitumine","Loodusteadused, tehnoloogia ja ühiskond","Ei taha","Ei taha","Millest ELU koosneb?","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Ei taha","CAD joonestamine","CAD joonestamine","Ei taha"
"2020/07/08 12:01:18 AM GMT +3","jqpZEMZ@fakegmail.com","Kayla 96","12","Loogika 2. periood","Astrofüüsika 2. periood","Loogika 2. periood","Programmeerimine keeles Python 1 õhtul","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Loomade käitumine","Astrofüüsika 3. periood","Ei taha","Ei taha","Arvutite riistvara ja lisaseadmed","Sissejuhatus ehitusinseneeriasse","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Loogika 4. periood","Majandusõpe","Majandusõpe","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","Liiklusfüüsika","Ei taha","CAD joonestamine","Ei taha"
"2020/07/08 12:01:22 AM GMT +3","VIkaUdc@fakegmail.com","Ashley 97","11","Globaliseeruv maailm","Globaliseeruv maailm","Astrofüüsika 2. periood","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Astrofüüsika 3. periood","Astrofüüsika 3. periood","Loomade käitumine","Ei taha","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia","Matemaatika ajaloo elemente ja rakendusi","Loomade käitumine","Programmeerimine keeles Python 2","Majandusõpe","Majandusõpe","Arvutivõrkude alused","Globaalne keskkond","Globaalne keskkond","Majandusmatemaatika elemendid","Ei taha","Ei taha","CAD joonestamine"
"2020/07/08 12:01:27 AM GMT +3","uUThtNK@fakegmail.com","Hannah 98","12","Ei taha","Joonestamine","Geoinformaatika","Astronoomia","Astronoomia","Programmeerimine keeles Python 1 õhtul","Keemilised elemendid","Küberkaitse 1","Astrofüüsika 3. periood","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia","Ei taha","Loogika 4. periood","Köögifüüsika","Loomade käitumine","Majandusõpe","Ei taha","Majandusõpe","Globaalne keskkond","3D-modelleerimine","Ettevõtlusõpe 5. periood","CAD joonestamine","Ei taha","CAD joonestamine"
"2020/07/08 12:01:31 AM GMT +3","FXbbpss@fakegmail.com","Lauren 99","12","Ei taha","Globaliseeruv maailm","Loogika 2. periood","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","3D-modelleerimine","Astrofüüsika 3. periood","Küberkaitse 1","Keskkonnakeemia","Statistiline maailmapilt","Sissejuhatus ehitusinseneeriasse","Programmeerimine keeles Python 2","Matemaatika ajaloo elemente ja rakendusi","Köögifüüsika","Ei taha","Ei taha","Majandusõpe","Ettevõtlusõpe 5. periood","Ei taha","Globaalne keskkond","CAD joonestamine","CAD joonestamine","CAD joonestamine"
"2020/07/08 12:01:36 AM GMT +3","OfKSNoU@fakegmail.com","Olivia 100","11","Joonestamine","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Astronoomia","Ei taha","Programmeerimine keeles Python 1 õhtul","3D-modelleerimine","Ei taha","Programmeerimine keeles Java 1","Veebidisain","Sissejuhatus ehitusinseneeriasse","Veebidisain","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Ei taha","Majandusõpe","Ei taha","Majandusõpe","Globaalne keskkond","Ei taha","3D-modelleerimine","CAD joonestamine","Ei taha","Ei taha"
"2020/07/08 12:01:40 AM GMT +3","lwkeWkk@fakegmail.com","Sarah 101","10","Joonestamine","Programmeerimine keeles Python 1 hommikul","Planimeetria alused","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","3D-modelleerimine","Loomade käitumine","Programmeerimine keeles Java 1","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia","Sissejuhatus ehitusinseneeriasse","Loodusteadused, tehnoloogia ja ühiskond","Loodusteadused, tehnoloogia ja ühiskond","Loogika 4. periood","Arvutivõrkude alused","Arvutivõrkude alused","Arvutivõrkude alused","3D-modelleerimine","3D-modelleerimine","Laboratoorsed tööd bioloogias","CAD joonestamine","CAD joonestamine","CAD joonestamine"
"2020/07/08 12:01:45 AM GMT +3","nhcGWlL@fakegmail.com","Alyssa 102","11","Joonestamine","Globaliseeruv maailm","Globaliseeruv maailm","Astronoomia","Astronoomia","Ei taha","Küberkaitse 1","Loomade käitumine","Ei taha","Arvutite riistvara ja lisaseadmed","Ei taha","Arvutite riistvara ja lisaseadmed","Joonestamine","Loomade käitumine","Matemaatika ajaloo elemente ja rakendusi","Millest ELU koosneb?","Ei taha","Millest ELU koosneb?","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","Ettevõtlusõpe 5. periood","Ei taha","Ei taha","CAD joonestamine"
"2020/07/08 12:01:50 AM GMT +3","IMwRqOR@fakegmail.com","Alyssa 103","10","Programmeerimine keeles Python 1 hommikul","Loogika 2. periood","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Ei taha","Küberkaitse 1","Astrofüüsika 3. periood","Ei taha","Arvutite riistvara ja lisaseadmed","Sissejuhatus ehitusinseneeriasse","Veebidisain","Ei taha","Loogika 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Ei taha","Ei taha","Ei taha","Globaalne keskkond","3D-modelleerimine","Ei taha","Ei taha","Ei taha","CAD joonestamine"
"2020/07/08 12:01:54 AM GMT +3","hKhysZW@fakegmail.com","Lauren 104","11","Globaliseeruv maailm","Programmeerimine keeles Python 1 hommikul","Joonestamine","Astronoomia","Programmeerimine keeles Python 1 õhtul","Ei taha","3D-modelleerimine","Loomade käitumine","Küberkaitse 1","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Ei taha","Köögifüüsika","Loomade käitumine","Ei taha","Majandusõpe","Arvutivõrkude alused","Arvutivõrkude alused","Ei taha","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Ei taha","CAD joonestamine","Ei taha"
